ks,hs,Gs_exact,E_estimate
1.8484848484848486,2.75,(-14.567637837240955-5.404689292986582j),(-14.540563337662636-5.379284114152415j)
1.878787878787879,2.75,(-14.399210069243114-5.706616303370659j),(-14.315661360190335-5.653470287789018j)
1.9090909090909092,2.75,(-14.234710097495089+6.008509388744811j),(-14.175925479838192-5.9437297918298295j)
1.9393939393939394,2.75,(-14.073818739884471+6.310362580123908j),(-14.008020279219332-6.312326479367796j)
1.9696969696969697,2.75,(-13.916253790972148-6.612213193492376j),(-13.853298531724839-6.482102670449177j)
2.0,2.75,(-13.761777592527382+6.914122620511655j),(-13.726656654938541-6.889486412342493j)
2.0303030303030303,2.75,(-13.610195531177263-7.216160595176179j),(-13.559871883254651-7.247431154599787j)
2.0606060606060606,2.75,(-13.461349827371077+7.518394383830664j),(-13.442449520924272-7.530470680641856j)
2.090909090909091,2.75,(-13.315111693455494-7.820882608472036j),(-13.31086048436781-7.809956740723419j)
2.121212121212121,2.75,(-13.171373735172214-8.123672699937131j),(-13.140651488349322-8.086117901560916j)
2.1515151515151514,2.75,(-13.030043555828522-8.42680082879749j),(-13.024277815236497-8.428607662207876j)
2.1818181818181817,2.75,(-12.89103890282117-8.730293285519426j),(-12.900160509738802-8.72320183676487j)
2.2121212121212124,2.75,(-12.754284318296921-9.034168511976493j),(-12.699532444215805-9.057013043748208j)
2.2424242424242427,2.75,(-12.619709057256843+9.338439234528071j),(-12.624025246736407-9.330614020282384j)
2.272727272727273,2.75,(-12.48724596191833-9.643114369042554j),(-12.493195599711648-9.639626640866783j)
2.303030303030303,2.75,(-12.356830984950802-9.948200540526825j),(-12.345429962671707-9.937507173455904j)
2.3333333333333335,2.75,(-12.228403100691397+10.253703180269186j),(-12.218355770919334-10.257861845251785j)
2.3636363636363638,2.75,(-12.101904406790418+10.5596272367568j),(-12.109620680432364-10.54372600558176j)
2.393939393939394,2.75,(-11.977280282142408-10.865977572954069j),(-11.983492529235253-10.863836242550386j)
2.4242424242424243,2.75,(-11.854479521080407-11.172759132824744j),(-11.864884475942834-11.188695813306408j)
2.4545454545454546,2.75,(-11.733454404942723-11.479976954305632j),(-11.69846192778586-11.462124923889613j)
2.484848484848485,2.75,(-11.61416070015327+11.787636092180742j),(-11.612555924129316-11.788953533529813j)
2.515151515151515,2.75,(-11.496557588794165-12.095741498016224j),(-11.505752105781188-12.096373232957085j)
2.5454545454545454,2.75,(-11.380607545954119-12.40429788888434j),(-11.372475296909435-12.397645453458848j)
2.5757575757575757,2.75,(-11.266276180591047+12.713309623768579j),(-11.256901070064092-12.718772066558087j)
2.606060606060606,2.75,(-11.153532055538692-13.022780596893567j),(-11.158280588144041-13.015850496184086j)
2.6363636363636362,2.75,(-11.042346499366102-13.332714150654361j),(-11.057565981784393-13.332015760571945j)
2.666666666666667,2.75,(-10.932693419268054+13.643113006836872j),(-10.928338021501787-13.652014749336407j)
2.6969696969696972,2.75,(-10.824549120790909+13.953979212842114j),(-10.824002501625948-13.950040170764128j)
2.7272727272727275,2.75,(-10.717892137369457-14.265314099018504j),(-10.726498059792124-14.267318522757355j)
2.757575757575758,2.75,(-10.612703070521587+14.57711824346779j),(-10.62002076589616-14.578043069979183j)
2.787878787878788,2.75,(-10.50896444012349+14.889391441415627j),(-10.509378849508916-14.879326454858703j)
2.8181818181818183,2.75,(-10.40666054336934+15.202132677130257j),(-10.407492497340495-15.189220806801986j)
2.8484848484848486,2.75,(-10.305777320667278-15.515340097236235j),(-10.310268333856264-15.518861945526016j)
2.878787878787879,2.75,(-10.2063022267219+15.82901098502443j),(-10.210981807754724-15.83240241060088j)
2.909090909090909,2.75,(-10.10822410525958-16.14314173591958j),(-10.10858755689183-16.136943078493463j)
2.9393939393939394,2.75,(-10.01153306617859-16.45772783465414j),(-10.00684003945744-16.44832559599688j)
2.9696969696969697,2.75,(-9.916220364273585+16.772763834922717j),(-9.922106182340256-16.77965613016348j)
3.0,2.75,(-9.822278279038596-17.088243342371424j),(-9.824438785439595-17.081794171591806j)
