E,z,var
(-13.005526147823923-13.097581037850789j),(-13.005526147823923-13.097581037850789j),0.5692454879112776
(-13.004038946497278-13.072852038048035j),(-13.004038946497278-13.072852038048035j),0.5940483817258981
(-12.988029832514952-13.076297328858786j),(-12.988029832514952-13.076297328858786j),0.6619709337486632
(-12.945169091547482-13.077726211551912j),(-12.945169091547482-13.077726211551912j),0.5645824148120928
(-12.939444807379706-13.071112263613252j),(-12.939444807379706-13.071112263613252j),0.5214710580982596
(-12.907744915730008-13.060546633982822j),(-12.907744915730008-13.060546633982822j),0.6471996122487328
(-12.874407950109719-13.025817141144099j),(-12.874407950109719-13.025817141144099j),0.5620873060117143
(-12.854101182544694-13.043802821669443j),(-12.854101182544694-13.043802821669443j),0.5064410125307065
(-12.822020762231281-13.03464443782669j),(-12.822020762231281-13.03464443782669j),0.5056012382580137
(-12.807452284659814-12.96817329877056j),(-12.807452284659814-12.96817329877056j),0.4960374982147953
(-12.804579050202708-12.97092515487564j),(-12.804579050202708-12.97092515487564j),0.38402116360171273
(-12.812617681784522-12.97380484253161j),(-12.812617681784522-12.97380484253161j),0.38923447833552755
(-12.775060558853491-13.025429608187467j),(-12.775060558853491-13.025429608187467j),0.5264118520941701
(-12.761156757031635-12.982414064401055j),(-12.761156757031635-12.982414064401055j),0.42158950171739296
(-12.719035266555485-12.975825961291475j),(-12.719035266555485-12.975825961291475j),0.4027973746090408
(-12.707352084138854-12.938254861442811j),(-12.707352084138854-12.938254861442811j),0.39048280819315817
(-12.706173743921566-12.942057077867346j),(-12.706173743921566-12.942057077867346j),0.39958733639934646
(-12.681650713334319-12.92749914750643j),(-12.681650713334319-12.92749914750643j),0.4967753496526893
(-12.67440605243534-12.93490024648397j),(-12.67440605243534-12.93490024648397j),0.4708753942800664
(-12.642960606555821-12.9225059627926j),(-12.642960606555821-12.9225059627926j),0.42455348204224186
(-12.631600050715928-12.93060693308549j),(-12.631600050715928-12.93060693308549j),0.43672015955797316
(-12.618222029149685-12.894816292743545j),(-12.618222029149685-12.894816292743545j),0.35826820214254884
(-12.586877385105929-12.908138999498743j),(-12.586877385105929-12.908138999498743j),0.35010264994416734
(-12.592016239427474-12.91513217986156j),(-12.592016239427474-12.91513217986156j),0.35234025120758805
(-12.592090610420843-12.866148922623598j),(-12.592090610420843-12.866148922623598j),0.26306394477852885
(-12.539393311539902-12.876936573166407j),(-12.539393311539902-12.876936573166407j),0.4145521441278927
(-12.541607067313631-12.871122836502908j),(-12.541607067313631-12.871122836502908j),0.2893432005067238
(-12.545284212139157-12.858841644339304j),(-12.545284212139157-12.858841644339304j),0.3629658934514962
(-12.506936636833725-12.875112998433828j),(-12.506936636833725-12.875112998433828j),0.2717454613730089
(-12.501870447476348-12.84452860191749j),(-12.501870447476348-12.84452860191749j),0.24302088956117193
(-12.473769807013076-12.87398479237423j),(-12.473769807013076-12.87398479237423j),0.29794311041181
(-12.46707493421486-12.851931737771897j),(-12.46707493421486-12.851931737771897j),0.38564848087539016
(-12.44940840169001-12.864017451320203j),(-12.44940840169001-12.864017451320203j),0.3430669067908371
(-12.439663543299856-12.829106005269749j),(-12.439663543299856-12.829106005269749j),0.23128407686268954
(-12.434487037271989-12.840672284176428j),(-12.434487037271989-12.840672284176428j),0.3478373688363367
(-12.437492801328151-12.825129920762814j),(-12.437492801328151-12.825129920762814j),0.3714727364312968
(-12.400964214168487-12.836326422891286j),(-12.400964214168487-12.836326422891286j),0.2990095884687911
(-12.388651841093834-12.821593050517292j),(-12.388651841093834-12.821593050517292j),0.35068532986537454
(-12.36723497253285-12.816266289798165j),(-12.36723497253285-12.816266289798165j),0.25482228539742086
(-12.365817966059105-12.791608948384521j),(-12.365817966059105-12.791608948384521j),0.3197722574675183
(-12.36796490680257-12.810817355134002j),(-12.36796490680257-12.810817355134002j),0.2768176201553626
(-12.335449891536598-12.805227366012703j),(-12.335449891536598-12.805227366012703j),0.2480979435919834
(-12.321299877946755-12.789359201946054j),(-12.321299877946755-12.789359201946054j),0.30625383691223745
(-12.305994410850333-12.79676407959215j),(-12.305994410850333-12.79676407959215j),0.27680062827409113
(-12.290951873525428-12.788488482396717j),(-12.290951873525428-12.788488482396717j),0.1759107555090193
(-12.285577110718611-12.788113526905203j),(-12.285577110718611-12.788113526905203j),0.3068602471834399
(-12.289192987220787-12.78882912408707j),(-12.289192987220787-12.78882912408707j),0.2806293042316311
(-12.274421621579625-12.758744891681028j),(-12.274421621579625-12.758744891681028j),0.2819609957560256
(-12.242686802275635-12.7704036060972j),(-12.242686802275635-12.7704036060972j),0.2568533857292978
(-12.241301558618542-12.767019375591122j),(-12.241301558618542-12.767019375591122j),0.22574111062630975
(-12.24006019846907-12.759414604230592j),(-12.24006019846907-12.759414604230592j),0.18508630985306554
(-12.232696470386037-12.745229192497435j),(-12.232696470386037-12.745229192497435j),0.19930456255668913
(-12.210272574081834-12.733934181250817j),(-12.210272574081834-12.733934181250817j),0.24570570057053265
(-12.20878938565943-12.740254162376498j),(-12.20878938565943-12.740254162376498j),0.1304521024310388
(-12.211088067203862-12.727395337227934j),(-12.211088067203862-12.727395337227934j),0.31125489421185737
(-12.177430218387133-12.709183337056551j),(-12.177430218387133-12.709183337056551j),0.21833529513517239
(-12.17223249954848-12.709329802621754j),(-12.17223249954848-12.709329802621754j),0.25678230500074906
(-12.154334034087627-12.698689808092906j),(-12.154334034087627-12.698689808092906j),0.3119586192683916
(-12.143080765963914-12.709046215844928j),(-12.143080765963914-12.709046215844928j),0.15205399573445702
(-12.141790957564346-12.709556051725084j),(-12.141790957564346-12.709556051725084j),0.2638898869429814
(-12.11454748937074-12.712180514785278j),(-12.11454748937074-12.712180514785278j),0.181134219829355
(-12.108117015956706-12.71192610163435j),(-12.108117015956706-12.71192610163435j),0.25585189659615243
(-12.091791345589709-12.68196978762773j),(-12.091791345589709-12.68196978762773j),0.2887367863006562
(-12.092382924748861-12.688988574815173j),(-12.092382924748861-12.688988574815173j),0.21658967543076338
(-12.079378907556512-12.70167873675474j),(-12.079378907556512-12.70167873675474j),0.13917878239374654
(-12.071820932262714-12.698586856126708j),(-12.071820932262714-12.698586856126708j),0.1919057744746642
(-12.065992381075644-12.67518897034823j),(-12.065992381075644-12.67518897034823j),0.20897324104571957
(-12.063692767678404-12.685322229859304j),(-12.063692767678404-12.685322229859304j),0.15356285723108912
(-12.046661154101109-12.683336475355345j),(-12.046661154101109-12.683336475355345j),0.15171692754132385
(-12.03994947907833-12.661293010563531j),(-12.03994947907833-12.661293010563531j),0.20490828807517875
(-12.030386843315382-12.67725485036158j),(-12.030386843315382-12.67725485036158j),0.19952232657058608
(-12.02768586515318-12.663128521419395j),(-12.02768586515318-12.663128521419395j),0.20266503715034498
(-12.01831834246292-12.663262248714926j),(-12.01831834246292-12.663262248714926j),0.13383883032909918
(-12.007699741746126-12.667609467748106j),(-12.007699741746126-12.667609467748106j),0.16339959130818932
(-11.991533211016934-12.65154891908791j),(-11.991533211016934-12.65154891908791j),0.11042035774890396
(-11.992958455028464-12.642220468362886j),(-11.992958455028464-12.642220468362886j),0.16935347681730772
(-11.975806872519312-12.65318502403431j),(-11.975806872519312-12.65318502403431j),0.09760919845719161
(-11.971373446434578-12.65632514637321j),(-11.971373446434578-12.65632514637321j),0.20862163757515334
(-11.952597311393655-12.640228903990332j),(-11.952597311393655-12.640228903990332j),0.14047511568106702
(-11.936281844151791-12.626566623490188j),(-11.936281844151791-12.626566623490188j),0.08221027674160845
(-11.93685538652376-12.6404060911095j),(-11.93685538652376-12.6404060911095j),0.16069541474174034
(-11.941289539247196-12.630003000976803j),(-11.941289539247196-12.630003000976803j),0.09621978666027887
(-11.940082380075172-12.630302153342631j),(-11.940082380075172-12.630302153342631j),0.10078018984340598
(-11.930719486036317-12.621618343466249j),(-11.930719486036317-12.621618343466249j),0.14929536164973817
(-11.92297736378764-12.62027821138552j),(-11.92297736378764-12.62027821138552j),0.1945176318906598
(-11.907015529420468-12.623239388944537j),(-11.907015529420468-12.623239388944537j),0.20858263722357512
(-11.90224070856333-12.6270354086178j),(-11.90224070856333-12.6270354086178j),0.16147987538040018
(-11.887449778562754-12.61163925899758j),(-11.887449778562754-12.61163925899758j),0.17702338030903594
(-11.889824229125054-12.6067891116181j),(-11.889824229125054-12.6067891116181j),0.10697198834440727
(-11.876508013371051-12.62908045262271j),(-11.876508013371051-12.62908045262271j),0.052801699642769574
(-11.871173810242157-12.60422611904062j),(-11.871173810242157-12.60422611904062j),0.05050955526891111
(-11.867337529311056-12.589927307561911j),(-11.867337529311056-12.589927307561911j),0.15932795186551543
(-11.849423042067558-12.600174351094175j),(-11.849423042067558-12.600174351094175j),0.1549791124906546
(-11.851918357278294-12.59810585457222j),(-11.851918357278294-12.59810585457222j),0.11039131322402389
(-11.83894984022651-12.60014786981365j),(-11.83894984022651-12.60014786981365j),0.13330618842459468
(-11.822777356747928-12.59354099523723j),(-11.822777356747928-12.59354099523723j),0.12160614952453005
(-11.832152748475155-12.58792150308052j),(-11.832152748475155-12.58792150308052j),0.1578654545193401
(-11.820533961010115-12.579452755564391j),(-11.820533961010115-12.579452755564391j),0.15508722412182613
(-11.814111748655344-12.581046665382479j),(-11.814111748655344-12.581046665382479j),0.1737266676737296
(-11.818464376984766-12.57745204838743j),(-11.818464376984766-12.57745204838743j),0.10343481672724611
(-11.796608883393324-12.592416701275575j),(-11.796608883393324-12.592416701275575j),0.11626171972778504
(-11.792278784416583-12.580998729364756j),(-11.792278784416583-12.580998729364756j),0.1069039443353475
(-11.769304662343439-12.581574032540493j),(-11.769304662343439-12.581574032540493j),0.10918434222943622
(-11.754439568457302-12.573141424809966j),(-11.754439568457302-12.573141424809966j),0.08869310531304785
(-11.779325912664575-12.562004094832226j),(-11.779325912664575-12.562004094832226j),0.10375103193457418
(-11.745575308651498-12.570949227533664j),(-11.745575308651498-12.570949227533664j),0.16421273083447627
(-11.752854756677618-12.547810631597788j),(-11.752854756677618-12.547810631597788j),0.1717728891500201
(-11.749037930390282-12.562352915932998j),(-11.749037930390282-12.562352915932998j),0.15041841807625442
(-11.739051803749078-12.553661542195481j),(-11.739051803749078-12.553661542195481j),0.09203561109698301
(-11.740415784923199-12.552845531183792j),(-11.740415784923199-12.552845531183792j),0.08278560544865361
(-11.731305082474492-12.560127585382302j),(-11.731305082474492-12.560127585382302j),0.1217923405558687
(-11.731204334997894-12.542702047723846j),(-11.731204334997894-12.542702047723846j),0.07048542016839959
(-11.73354204045485-12.549577465198562j),(-11.73354204045485-12.549577465198562j),0.0858506925539139
(-11.705923753894835-12.560320774563587j),(-11.705923753894835-12.560320774563587j),0.14147681442797047
(-11.702436499143023-12.542485758034157j),(-11.702436499143023-12.542485758034157j),0.10813367704673962
(-11.699694761023897-12.53680089254724j),(-11.699694761023897-12.53680089254724j),0.16572277642241925
(-11.679361093091272-12.559046859036506j),(-11.679361093091272-12.559046859036506j),0.14998490412996568
(-11.689649843811596-12.555505322983967j),(-11.689649843811596-12.555505322983967j),0.10143878332799824
(-11.679003855250183-12.550795464695307j),(-11.679003855250183-12.550795464695307j),0.10237650087248355
(-11.67629464648999-12.532658153315696j),(-11.67629464648999-12.532658153315696j),0.07460646425741897
(-11.66433627298964-12.532264845119803j),(-11.66433627298964-12.532264845119803j),0.0934532714503264
(-11.653715795379705-12.530085253575388j),(-11.653715795379705-12.530085253575388j),0.05217037855690898
(-11.660158964511675-12.529778650230318j),(-11.660158964511675-12.529778650230318j),0.12282603388043645
(-11.63788199277094-12.513914497788315j),(-11.63788199277094-12.513914497788315j),0.07696864836381091
(-11.643061204735467-12.521192285787807j),(-11.643061204735467-12.521192285787807j),0.1341032824758188
(-11.631612102602745-12.532867885299767j),(-11.631612102602745-12.532867885299767j),0.1255237636203034
(-11.62175998914879-12.52224110620228j),(-11.62175998914879-12.52224110620228j),0.052996589850998865
(-11.611086911475681-12.52862877366159j),(-11.611086911475681-12.52862877366159j),0.030246944861649656
(-11.612856448347545-12.51790332779243j),(-11.612856448347545-12.51790332779243j),0.10163601359321066
(-11.608596530304217-12.50811177410291j),(-11.608596530304217-12.50811177410291j),0.07025671133180415
(-11.601891783842678-12.513853492446325j),(-11.601891783842678-12.513853492446325j),0.06300574776864344
(-11.604958586104189-12.512307457011556j),(-11.604958586104189-12.512307457011556j),0.12357856369302796
(-11.593739152645599-12.49799383018902j),(-11.593739152645599-12.49799383018902j),0.1264941653761857
(-11.58744051014631-12.503914036317722j),(-11.58744051014631-12.503914036317722j),0.0010055869548967252
(-11.573196910943958-12.49666062550145j),(-11.573196910943958-12.49666062550145j),0.07239131022234391
(-11.576621251022006-12.498025715425676j),(-11.576621251022006-12.498025715425676j),0.07772909850092717
(-11.572581290495732-12.499433140498168j),(-11.572581290495732-12.499433140498168j),0.14184695887401616
(-11.56146637150239-12.50321965834157j),(-11.56146637150239-12.50321965834157j),0.020989448601838264
(-11.554866484699739-12.508050083849747j),(-11.554866484699739-12.508050083849747j),0.08759893078024471
(-11.544577142205561-12.501415979368325j),(-11.544577142205561-12.501415979368325j),0.08996543862595477
(-11.543499633440003-12.488890374434735j),(-11.543499633440003-12.488890374434735j),0.12441802013541603
(-11.544337624702418-12.492824022763234j),(-11.544337624702418-12.492824022763234j),0.07441578547229213
(-11.541742523625443-12.491426976753527j),(-11.541742523625443-12.491426976753527j),0.07765048872416973
(-11.534417694363933-12.493400769173192j),(-11.534417694363933-12.493400769173192j),0.09200778497328309
(-11.526962840016408-12.498402688852318j),(-11.526962840016408-12.498402688852318j),0.038969286573809936
(-11.512652672713632-12.488743637787604j),(-11.512652672713632-12.488743637787604j),0.06877148880556705
(-11.499532870158705-12.4959039595479j),(-11.499532870158705-12.4959039595479j),0.08205024880147892
(-11.507646391160216-12.47959736689694j),(-11.507646391160216-12.47959736689694j),0.09929851364525154
(-11.510989904164221-12.475331116643993j),(-11.510989904164221-12.475331116643993j),0.09085500200974943
(-11.493287783222003-12.48066623502204j),(-11.493287783222003-12.48066623502204j),0.09487900311068104
(-11.486711332181086-12.477468284451323j),(-11.486711332181086-12.477468284451323j),0.058019918110798714
(-11.492715724106144-12.469220986586494j),(-11.492715724106144-12.469220986586494j),0.05860135507865535
(-11.477737322694374-12.47475313569174j),(-11.477737322694374-12.47475313569174j),0.03852672074725345
(-11.48218771358527-12.477444602134911j),(-11.48218771358527-12.477444602134911j),0.04790268534500029
(-11.476449063291362-12.468473049845255j),(-11.476449063291362-12.468473049845255j),0.06438380199441165
(-11.463239883266361-12.474052116312327j),(-11.463239883266361-12.474052116312327j),0.0686434759773682
(-11.462286261962916-12.477472728169397j),(-11.462286261962916-12.477472728169397j),0.07504907096449191
(-11.452576752256865-12.474534402071274j),(-11.452576752256865-12.474534402071274j),-0.04183571882923489
(-11.452424255289085-12.465016322553025j),(-11.452424255289085-12.465016322553025j),0.0027613832441831603
(-11.442288703176398-12.468384122146244j),(-11.442288703176398-12.468384122146244j),0.11451049057051935
(-11.429761851386841-12.467830824874484j),(-11.429761851386841-12.467830824874484j),0.07636386862642962
(-11.431597494748475-12.462121349797236j),(-11.431597494748475-12.462121349797236j),0.04428056837165755
(-11.434876335943084-12.45299833413817j),(-11.434876335943084-12.45299833413817j),0.08265230148092108
(-11.425251662166316-12.454671326910455j),(-11.425251662166316-12.454671326910455j),0.09379591634784096
(-11.42125632265697-12.457255326576329j),(-11.42125632265697-12.457255326576329j),0.10551351249797869
(-11.407021574984077-12.459273813593823j),(-11.407021574984077-12.459273813593823j),0.08666347155274261
(-11.40292918335355-12.44912371501913j),(-11.40292918335355-12.44912371501913j),0.03287634816948251
(-11.400558045380818-12.446588841637885j),(-11.400558045380818-12.446588841637885j),0.0753012555030474
(-11.38466283439222-12.451440045705723j),(-11.38466283439222-12.451440045705723j),0.0675974184073785
(-11.403974135170529-12.439519379693648j),(-11.403974135170529-12.439519379693648j),0.07231017254606459
(-11.387449782554388-12.452289604017414j),(-11.387449782554388-12.452289604017414j),0.07919849299011165
(-11.37663670839629-12.445702650103257j),(-11.37663670839629-12.445702650103257j),0.09552189255993422
(-11.381380250322513-12.453606526636145j),(-11.381380250322513-12.453606526636145j),0.08265139482949645
(-11.373535339079515-12.4477234044283j),(-11.373535339079515-12.4477234044283j),0.05861127652684311
(-11.374153669022064-12.443802039372155j),(-11.374153669022064-12.443802039372155j),0.0615362306556078
(-11.373941804625572-12.445277997187866j),(-11.373941804625572-12.445277997187866j),0.09053390657728533
(-11.364049196655593-12.444613594676875j),(-11.364049196655593-12.444613594676875j),0.11487407236482805
(-11.351979234034903-12.440750392941455j),(-11.351979234034903-12.440750392941455j),0.0234859396012845
(-11.346059131495897-12.437137866254439j),(-11.346059131495897-12.437137866254439j),0.08737786712188993
(-11.34436423067631-12.44272901966144j),(-11.34436423067631-12.44272901966144j),0.05807189693041301
(-11.337124122456565-12.433479030856429j),(-11.337124122456565-12.433479030856429j),0.04412794895718737
(-11.342010614062982-12.436818780341971j),(-11.342010614062982-12.436818780341971j),0.09722380722089725
(-11.345747094835493-12.435250204659742j),(-11.345747094835493-12.435250204659742j),0.09649072918016291
(-11.327256905018196-12.435172410722734j),(-11.327256905018196-12.435172410722734j),0.090273062837158
(-11.335238150223832-12.445867805806149j),(-11.335238150223832-12.445867805806149j),0.07399397734770034
(-11.31849662335302-12.441535635598278j),(-11.31849662335302-12.441535635598278j),0.05913099921696671
(-11.330028140204234-12.433251784883828j),(-11.330028140204234-12.433251784883828j),0.0774971015799878
(-11.317628597889788-12.430824822462599j),(-11.317628597889788-12.430824822462599j),0.0556508113435356
(-11.309658607810006-12.435363737932903j),(-11.309658607810006-12.435363737932903j),0.09281964148273425
(-11.310605139450155-12.441029820041958j),(-11.310605139450155-12.441029820041958j),0.04870782224674933
(-11.305418833431823-12.429352533967837j),(-11.305418833431823-12.429352533967837j),0.0677002888826373
(-11.303538120396794-12.432365202690193j),(-11.303538120396794-12.432365202690193j),0.053361117899555666
(-11.294542531234796-12.443078394321704j),(-11.294542531234796-12.443078394321704j),0.07210705417127616
(-11.296754338641481-12.432971173312653j),(-11.296754338641481-12.432971173312653j),0.05915896002587065
(-11.281796722380491-12.430129351349034j),(-11.281796722380491-12.430129351349034j),0.09305205389212808
(-11.278942428391076-12.42137160625461j),(-11.278942428391076-12.42137160625461j),0.02496991903948599
(-11.277801128186741-12.434841746966804j),(-11.277801128186741-12.434841746966804j),0.06377762707907754
(-11.278803670801612-12.427904564421187j),(-11.278803670801612-12.427904564421187j),0.06095822352693587
(-11.27226865710774-12.430518437892541j),(-11.27226865710774-12.430518437892541j),0.07462380332371742
(-11.278840663702109-12.426135468049642j),(-11.278840663702109-12.426135468049642j),0.01986959900624614
(-11.265259806052427-12.42037648519656j),(-11.265259806052427-12.42037648519656j),0.07700114784619841
(-11.264498291970979-12.42631273077335j),(-11.264498291970979-12.42631273077335j),0.06472759749465104
(-11.250460010613558-12.432097082455886j),(-11.250460010613558-12.432097082455886j),0.08280529948146183
(-11.25610040647686-12.433873060181721j),(-11.25610040647686-12.433873060181721j),0.10893742739288938
(-11.246594916590414-12.426755529603636j),(-11.246594916590414-12.426755529603636j),0.015429199594357953
(-11.243870254931142-12.413679272352004j),(-11.243870254931142-12.413679272352004j),0.019248058820288686
(-11.244405792574442-12.428463064791256j),(-11.244405792574442-12.428463064791256j),0.0440508540791363
(-11.240050005604326-12.421672326375578j),(-11.240050005604326-12.421672326375578j),0.045602626426395475
(-11.232987248626332-12.417003766672467j),(-11.232987248626332-12.417003766672467j),0.09537083728841547
(-11.230130779847352-12.422310348154387j),(-11.230130779847352-12.422310348154387j),0.0522682291506578
(-11.227100109055177-12.405315069469014j),(-11.227100109055177-12.405315069469014j),0.07755881022838985
(-11.225896966265948-12.417953796036192j),(-11.225896966265948-12.417953796036192j),0.11867640322900488
(-11.220588471775745-12.408356828779839j),(-11.220588471775745-12.408356828779839j),0.01825992734135
(-11.212916991964372-12.42305633308774j),(-11.212916991964372-12.42305633308774j),0.07638828711911007
(-11.21518207006611-12.423021709959825j),(-11.21518207006611-12.423021709959825j),0.08073575058115004
(-11.197172426658556-12.422396598341008j),(-11.197172426658556-12.422396598341008j),0.03020302138119746
(-11.206427069242125-12.43746946895756j),(-11.206427069242125-12.43746946895756j),0.0741052417997802
(-11.195527065455178-12.420945514084938j),(-11.195527065455178-12.420945514084938j),-0.04226086253523303
(-11.195039623872457-12.402580513396229j),(-11.195039623872457-12.402580513396229j),0.05755054241377223
(-11.193844309767174-12.407575337715754j),(-11.193844309767174-12.407575337715754j),-0.03845144622448696
(-11.190302460408075-12.4036266109108j),(-11.190302460408075-12.4036266109108j),0.0691258218543905
(-11.180147705293967-12.404675395731967j),(-11.180147705293967-12.404675395731967j),0.0595841050074915
(-11.180033502016554-12.399181046957302j),(-11.180033502016554-12.399181046957302j),0.01618447783413655
(-11.176846512755152-12.399132045033497j),(-11.176846512755152-12.399132045033497j),0.03983270040847339
(-11.169275593680982-12.402630395128485j),(-11.169275593680982-12.402630395128485j),-0.003841766857517216
(-11.170874414355328-12.402566137408188j),(-11.170874414355328-12.402566137408188j),0.03479793878233024
(-11.16409124779983-12.402705279583484j),(-11.16409124779983-12.402705279583484j),0.06238868942478119
(-11.160284830586205-12.412781549792129j),(-11.160284830586205-12.412781549792129j),0.10643171924500476
(-11.156719316079391-12.402837320131285j),(-11.156719316079391-12.402837320131285j),0.06332733229342309
(-11.159992144290555-12.394808384852265j),(-11.159992144290555-12.394808384852265j),0.05824831703184132
(-11.152180488429666-12.412972745828446j),(-11.152180488429666-12.412972745828446j),0.05901551761831934
(-11.154221659227012-12.391612445488391j),(-11.154221659227012-12.391612445488391j),0.05001508519677193
(-11.137530367615508-12.40193054039948j),(-11.137530367615508-12.40193054039948j),0.012707897823194314
(-11.150597118890069-12.383648524796794j),(-11.150597118890069-12.383648524796794j),0.010650040593208222
(-11.127592070888362-12.392472423725112j),(-11.127592070888362-12.392472423725112j),-0.018194887098449693
(-11.133117407687466-12.382507507942266j),(-11.133117407687466-12.382507507942266j),0.03795198259821146
(-11.13251803748971-12.399020085217943j),(-11.13251803748971-12.399020085217943j),0.0820166481520639
(-11.127796546958988-12.396507312580509j),(-11.127796546958988-12.396507312580509j),0.0940477915852849
(-11.119893056434773-12.394456850780223j),(-11.119893056434773-12.394456850780223j),-0.028577682091973124
(-11.1201010748223-12.392229148202752j),(-11.1201010748223-12.392229148202752j),0.01120613745123211
(-11.124957013981573-12.394422949824932j),(-11.124957013981573-12.394422949824932j),0.10542535094945439
(-11.114461925895508-12.396288667690813j),(-11.114461925895508-12.396288667690813j),0.030111403934574538
(-11.11079686213058-12.38714447039936j),(-11.11079686213058-12.38714447039936j),0.0653050454772299
(-11.103148345025804-12.388458443477482j),(-11.103148345025804-12.388458443477482j),0.11312816754811127
(-11.095649304957352-12.389855024608222j),(-11.095649304957352-12.389855024608222j),0.06529019170929654
(-11.096681675195319-12.398528115829784j),(-11.096681675195319-12.398528115829784j),0.015211321815371548
(-11.094089912943842-12.395651218302984j),(-11.094089912943842-12.395651218302984j),0.052566813310612186
(-11.090882215057631-12.385372927347667j),(-11.090882215057631-12.385372927347667j),0.0849729518714012
(-11.084188585852676-12.395306239464665j),(-11.084188585852676-12.395306239464665j),0.054189633608251776
(-11.08116327381672-12.39502354937664j),(-11.08116327381672-12.39502354937664j),0.03812840353363017
(-11.084186103072112-12.392390008069418j),(-11.084186103072112-12.392390008069418j),0.0398970191973276
(-11.064780349906243-12.386861570492274j),(-11.064780349906243-12.386861570492274j),0.09025583420081569
(-11.072135218593836-12.389991624474964j),(-11.072135218593836-12.389991624474964j),0.008769596351903547
(-11.06815894228105-12.398664565679617j),(-11.06815894228105-12.398664565679617j),0.05447341717330353
(-11.06275003084844-12.390933753897144j),(-11.06275003084844-12.390933753897144j),0.02912834179756009
(-11.074184459335854-12.385058330350024j),(-11.074184459335854-12.385058330350024j),0.04079372078544903
(-11.058666322137103-12.389377673781803j),(-11.058666322137103-12.389377673781803j),0.010416258834345354
(-11.063632996758576-12.388691640371503j),(-11.063632996758576-12.388691640371503j),0.018956479379544325
(-11.056727074224234-12.388253590463169j),(-11.056727074224234-12.388253590463169j),0.05419985396646361
(-11.047156458719776-12.388788261825393j),(-11.047156458719776-12.388788261825393j),0.008659139085401035
(-11.049704476137968-12.39268400591934j),(-11.049704476137968-12.39268400591934j),0.05227546944181829
(-11.046854980331096-12.382936159157271j),(-11.046854980331096-12.382936159157271j),0.05153271065688704
(-11.04518786762396-12.392216911988411j),(-11.04518786762396-12.392216911988411j),-0.02879677325354251
(-11.043641587797357-12.381204902107958j),(-11.043641587797357-12.381204902107958j),0.08471201221661137
(-11.0340457152727-12.389606053393178j),(-11.0340457152727-12.389606053393178j),0.07867335866904436
(-11.037716361260182-12.381206009952335j),(-11.037716361260182-12.381206009952335j),0.047520672827960735
(-11.035371526854492-12.379665841501014j),(-11.035371526854492-12.379665841501014j),0.06552831285502755
(-11.03515270677586-12.382651519963789j),(-11.03515270677586-12.382651519963789j),0.034955428144064805
(-11.033117146578725-12.381095466140795j),(-11.033117146578725-12.381095466140795j),0.04907745908524888
(-11.027702401972185-12.383320847812021j),(-11.027702401972185-12.383320847812021j),0.043804943852777674
(-11.024227592048465-12.375607578478409j),(-11.024227592048465-12.375607578478409j),0.03768338675995897
(-11.021947675400861-12.377463981244405j),(-11.021947675400861-12.377463981244405j),0.02812430981983952
(-11.016486553726804-12.37531462631781j),(-11.016486553726804-12.37531462631781j),0.07538114131244494
(-11.018203420549453-12.383589598874284j),(-11.018203420549453-12.383589598874284j),0.07051349679117913
(-11.018009383894924-12.380632231636687j),(-11.018009383894924-12.380632231636687j),0.03217888811982881
(-11.01088062370112-12.38277799151968j),(-11.01088062370112-12.38277799151968j),0.031253039856821145
(-11.007226181415897-12.379023960833495j),(-11.007226181415897-12.379023960833495j),0.026515379445700975
(-11.003398395686101-12.377338028199324j),(-11.003398395686101-12.377338028199324j),0.05118900316171354
(-11.008664058295228-12.375036714569301j),(-11.008664058295228-12.375036714569301j),-0.00958566476899723
(-11.007805113012784-12.372917948434747j),(-11.007805113012784-12.372917948434747j),0.024634836241427403
(-10.993123004441745-12.380680925034385j),(-10.993123004441745-12.380680925034385j),0.06617183630775675
(-11.000072721115123-12.379532299792233j),(-11.000072721115123-12.379532299792233j),0.04871898318918514
(-10.990511950445947-12.37462768251782j),(-10.990511950445947-12.37462768251782j),0.031388776977984714
(-10.989831976102327-12.374233062087324j),(-10.989831976102327-12.374233062087324j),0.02360927211755088
(-10.987234182510186-12.366249223461917j),(-10.987234182510186-12.366249223461917j),0.004184568930989079
(-10.981244646491334-12.372685669052245j),(-10.981244646491334-12.372685669052245j),0.03897158576494943
(-10.979806350427173-12.370074323067342j),(-10.979806350427173-12.370074323067342j),0.019765302300474977
(-10.975299214426718-12.374645733479086j),(-10.975299214426718-12.374645733479086j),0.0994872253252648
(-10.978123041880067-12.364563983673705j),(-10.978123041880067-12.364563983673705j),0.13142643824576072
(-10.963536962925748-12.379501043588663j),(-10.963536962925748-12.379501043588663j),0.06346880091942082
(-10.973219203372274-12.368195200805024j),(-10.973219203372274-12.368195200805024j),0.04114295485548802
(-10.963064584442453-12.369049724418444j),(-10.963064584442453-12.369049724418444j),0.02719048008497932
(-10.96091998120169-12.366924943171462j),(-10.96091998120169-12.366924943171462j),0.0586050149537522
(-10.964418311960534-12.366224577662402j),(-10.964418311960534-12.366224577662402j),0.053852309336090025
(-10.953557050016908-12.370722264557646j),(-10.953557050016908-12.370722264557646j),0.02812481514929811
(-10.946114648316279-12.372631052143154j),(-10.946114648316279-12.372631052143154j),0.042109779903182154
(-10.944760092001003-12.367868062544485j),(-10.944760092001003-12.367868062544485j),-0.0208080636442281
