Es_NH,Es_H,fidelity_GS_NH,fidelity_GS_H
-23.67072786140713,-24.15956440091267,0.5232348025243082,1.494129849279346e-27
-23.584962484012273,-24.068655309201688,0.5092371918616719,4.184066922782402e-28
-23.499197106617416,-23.977746217490708,0.4958034546678061,2.9464027333304298e-30
-23.41343172922256,-23.886837125779724,0.4829117153089243,1.110588254747287e-30
-23.327666351827702,-23.795928034068744,0.4705372686899407,1.7493763427897772e-28
-23.241900974432845,-23.70501894235776,0.45865339286061463,3.897131279529731e-30
-23.156135597037988,-23.614109850646777,0.44723202026130293,2.081478880051892e-31
-23.07037021964313,-23.523200758935793,0.436244284013147,1.4730825006764617e-29
-22.984604842248274,-23.432291667224813,0.4256609567433049,1.2832185339226072e-29
-22.898839464853417,-23.34138257551383,0.4154527993029769,1.959781172425382e-30
-22.81307408745856,-23.25047348380285,0.40559083584227135,6.847801151393198e-30
-22.727308710063703,-23.159564392091866,0.39604657038056496,7.970479807524535e-29
-22.64154333266885,-23.068655300380883,0.3867921584831127,5.85626894401145e-30
-22.555777955273992,-22.9777462086699,3.557910248349151e-27,1.7053813324799944e-30
-22.470012577879135,-22.88683711695892,2.374473464951529e-24,7.610020961484578e-30
-22.38424720048428,-22.795928025247935,2.536257194158857e-26,1.022209235256898e-29
-22.29848182308942,-22.705018933536955,3.1976301489397947e-26,5.663068439473048e-31
-22.212716445694564,-22.61410984182597,3.5243209520100794e-24,1.749659004611519e-30
-22.126951068299707,-22.523200750114988,8.848302450463223e-26,4.34481603817263e-31
-22.041185690904854,-22.432291658404004,8.582590664521207e-26,6.179854574046166e-30
-21.955420313509997,-22.341382566693024,6.735334297060912e-26,3.076619775712664e-31
-21.86965493611514,-22.25047347498204,1.8160698307855805e-27,7.031666206707588e-30
-21.783889558720283,-22.15956438327106,2.6703044672192676e-26,1.2359367653898515e-30
-21.698124181325426,-22.068655291560077,1.6884702629999165e-26,2.692664415757465e-30
-21.61235880393057,-21.977746199849094,2.20561630250075e-28,1.4185736542005566e-32
-21.52659342653571,-21.88683710813811,9.540235885381911e-28,9.430572875545995e-31
-21.440828049140855,-21.79592801642713,6.886245304393132e-28,4.675779437872252e-31
-21.355062671745998,-21.70501892471615,1.874122799678808e-26,1.6076789744965528e-31
-21.26929729435114,-21.614109833005166,7.046311926912875e-26,3.875886373319352e-30
-21.183531916956284,-21.523200741294183,8.065027304821635e-27,9.387210173625055e-33
-21.097766539561427,-21.4322916495832,1.9465942484238645e-27,1.4854683277055105e-31
-21.01200116216657,-21.341382557872215,5.402774448661846e-27,1.8871510880743448e-31
-20.926235784771716,-21.250473466161235,5.218888556357918e-30,3.054911687514524e-32
-20.84047040737686,-21.159564374450255,9.569333135982117e-27,6.201796985696556e-34
-20.754705029982002,-21.06865528273927,6.378767211600302e-27,6.443215642145164e-31
-20.668939652587145,-20.977746191028288,1.1396802895807324e-27,6.266760182159845e-32
